Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Drouin, H., Davidson, P.S.R.","Any effects of social orientation priming on object-location memory are smaller than initially reported",2015,"Journal of Experimental Psychology: General","144","6",,"e107","e115",,2,10.1037/xge0000102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942892446&doi=10.1037%2fxge0000102&partnerID=40&md5=f01d163e6dada72a1d6f5665961be9d4",Article,,Scopus,2-s2.0-84942892446
"Wyer, N.A., Hollins, T.J., Pahl, S.","The hows and whys of face processing: Level of construal influences the holistic processing of human faces",2015,"Journal of Experimental Psychology: General","144","6",,"1037","1041",,,10.1037/xge0000112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942869589&doi=10.1037%2fxge0000112&partnerID=40&md5=9b61aa970de094427f7638b2f9ca472f",Article,,Scopus,2-s2.0-84942869589
"Simonsohn, U., Simmons, J.P., Nelson, L.D.","Better P-Curves: Making p-curve analysis more robust to errors, fraud, and ambitious p-hacking, a reply to Ulrich and Miller (2015)",2015,"Journal of Experimental Psychology: General","144","6",,"1146","1152",,26,10.1037/xge0000104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966769859&doi=10.1037%2fxge0000104&partnerID=40&md5=ee2c7043126eacad5bf8cdc94459ee5e",Article,,Scopus,2-s2.0-84966769859
"Suri, G., Sheppes, G., Gross, J.J.","The role of action readiness in motivated behavior",2015,"Journal of Experimental Psychology: General","144","6",,"1105","1113",,3,10.1037/xge0000114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942858245&doi=10.1037%2fxge0000114&partnerID=40&md5=2402abb7a46f750b5c0a4dfdca494da2",Article,,Scopus,2-s2.0-84942858245
"Stein, T., Peelen, M.V.","Content-specific expectations enhance stimulus detectability by increasing perceptual sensitivity",2015,"Journal of Experimental Psychology: General","144","6",,"1089","1104",,12,10.1037/xge0000109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946423258&doi=10.1037%2fxge0000109&partnerID=40&md5=709b2cbca264af103c6f3d212e55fd65",Article,,Scopus,2-s2.0-84946423258
"Shanks, D.R., Vadillo, M.A., Riedel, B., Clymo, A., Govind, S., Hickin, N., Tamman, A.J.F., Puhlmann, L.M.C.","Romance, risk, and replication: Can consumer choices and risk-taking be primed by mating motives?",2015,"Journal of Experimental Psychology: General","144","6",,"e142","e158",,13,10.1037/xge0000116,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946781488&doi=10.1037%2fxge0000116&partnerID=40&md5=c8ac3406eeab5c347a7df0a24a371e00",Article,,Scopus,2-s2.0-84946781488
"Woltin, K.-A., Guinote, A.","I can, i do, and so i like: From power to action and aesthetic preferences",2015,"Journal of Experimental Psychology: General","144","6",,"1124","1136",,1,10.1037/xge0000095,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941702181&doi=10.1037%2fxge0000095&partnerID=40&md5=5deefdedcce071e66c6c12da44248ae1",Article,,Scopus,2-s2.0-84941702181
"Lee, J.J., Gino, F., Jin, E.S., Rice, L.K., Josephs, R.A.","Hormones and ethics: Understanding the biological basis of unethical conduct",2015,"Journal of Experimental Psychology: General","144","5",,"891","897",,7,10.1037/xge0000099,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942550318&doi=10.1037%2fxge0000099&partnerID=40&md5=ce7f3dd97ae32b8141e5ac0b52cf74c9",Article,,Scopus,2-s2.0-84942550318
"Koriat, A.","When two heads are better than one and when they can be worse: The amplification hypothesis",2015,"Journal of Experimental Psychology: General","144","5",,"934","950",,7,10.1037/xge0000092,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942549905&doi=10.1037%2fxge0000092&partnerID=40&md5=e567d379501e2b705182c10020b6819d",Article,,Scopus,2-s2.0-84942549905
"Gonthier, C., Thomassin, N.","Strategy use fully mediates the relationship between working memory capacity and performance on Raven's matrices",2015,"Journal of Experimental Psychology: General","144","5",,"916","924",,4,10.1037/xge0000101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942532235&doi=10.1037%2fxge0000101&partnerID=40&md5=13ad724610ba130e6826ed673536a860",Article,,Scopus,2-s2.0-84942532235
"Evans, A.M., Dillon, K.D., Rand, D.G.","Fast but not intuitive, slow but not reflective: Decision conflict drives reaction times in social dilemmas",2015,"Journal of Experimental Psychology: General","144","5",,"951","966",,30,10.1037/xge0000107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942543964&doi=10.1037%2fxge0000107&partnerID=40&md5=e7e9cd9994e523ab87cd3db6d90bb275",Article,,Scopus,2-s2.0-84942543964
"Fiacconi, C.M., Dekraker, J., Köhler, S.","Psychophysiological evidence for the role of emotion in adaptive memory",2015,"Journal of Experimental Psychology: General","144","5",,"925","933",,1,10.1037/xge0000097,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942550089&doi=10.1037%2fxge0000097&partnerID=40&md5=ecfdfaf5d230c06208488156502eb204",Article,,Scopus,2-s2.0-84942550089
"Ryskin, R.A., Benjamin, A.S., Tullis, J., Brown-Schmidt, S.","Perspective-taking in comprehension, production, and memory: An individual differences approach",2015,"Journal of Experimental Psychology: General","144","5",,"898","915",,6,10.1037/xge0000093,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942552248&doi=10.1037%2fxge0000093&partnerID=40&md5=94da938ab25cf15f43804667e494a649",Article,,Scopus,2-s2.0-84942552248
"Heck, P.R., Krueger, J.I.","Self-enhancement diminished",2015,"Journal of Experimental Psychology: General","144","5",,"1003","1020",,8,10.1037/xge0000105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942549185&doi=10.1037%2fxge0000105&partnerID=40&md5=c5ae77cd394cc2b3edc38adbbf32fce0",Article,,Scopus,2-s2.0-84942549185
"Schulze, C., Newell, B.R.","Compete, coordinate, and cooperate: How to exploit uncertain environments with social interaction",2015,"Journal of Experimental Psychology: General","144","5",,"967","981",,,10.1037/xge0000096,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942516837&doi=10.1037%2fxge0000096&partnerID=40&md5=74f9c7fa88346773fecec8021524bc31",Article,,Scopus,2-s2.0-84942516837
"ten Brinke, L., Khambatta, P., Carney, D.R.","Physically scarce (vs. enriched) environments decrease the ability to tell lies successfully",2015,"Journal of Experimental Psychology: General","144","5",,"982","992",,2,10.1037/xge0000103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942552126&doi=10.1037%2fxge0000103&partnerID=40&md5=79960159dad4f072bef3ea900e774371",Article,,Scopus,2-s2.0-84942552126
"Fazio, L.K., Brashier, N.M., Keith Payne, B., Marsh, E.J.","Knowledge does not protect against illusory truth",2015,"Journal of Experimental Psychology: General","144","5",,"993","1002",,20,10.1037/xge0000098,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942552859&doi=10.1037%2fxge0000098&partnerID=40&md5=29a9be3fe41f19aaec75fae6855ccba0",Article,,Scopus,2-s2.0-84942552859
"Lyons, I.M., Nuerk, H.-C., Ansari, D.","Rethinking the implications of numerical ratio effects for understanding the development of representational precision and numerical processing across formats",2015,"Journal of Experimental Psychology: General","144","5",,"1021","1035",,24,10.1037/xge0000094,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942552276&doi=10.1037%2fxge0000094&partnerID=40&md5=850246979607c93ffb9bbb10a81096e3",Article,,Scopus,2-s2.0-84942552276
"Kreuzbauer, R., King, D., Basu, S.","The mind in the object-psychological valuation of materialized human expression",2015,"Journal of Experimental Psychology: General","144","4",,"764","787",,1,10.1037/xge0000080,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938197901&doi=10.1037%2fxge0000080&partnerID=40&md5=8f1d6e6ec4e3bfa5b2994c5610f1015a",Article,,Scopus,2-s2.0-84938197901
"Aknin, L.B., Broesch, T., Kiley Hamlin, J., Van De Vondervoort, J.M.","Prosocial behavior leads to happiness in a small-scale rural society",2015,"Journal of Experimental Psychology: General","144","4",,"788","795",,15,10.1037/xge0000082,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938214552&doi=10.1037%2fxge0000082&partnerID=40&md5=c08ef166ebb3f2ddd7dcb8cdab8d5241",Article,,Scopus,2-s2.0-84938214552
"Soliman, T.M., Ferguson, R., Scott Dexheimer, M., Glenberg, A.M.","Consequences of joint action: Entanglement with your partner",2015,"Journal of Experimental Psychology: General","144","4",,"873","888",,4,10.1037/xge0000089,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938117918&doi=10.1037%2fxge0000089&partnerID=40&md5=596706a867c8783e5fa4824c1ff12a3f",Article,,Scopus,2-s2.0-84938117918
"Pecher, D., Van Mierlo, H., Rouwen Cañal-Bruland, Zeelenberg, R.","The burden of secrecy? No effect on hill slant estimation and beanbag throwing",2015,"Journal of Experimental Psychology: General","144","4",,"e65","e72",,3,10.1037/xge0000090,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938201067&doi=10.1037%2fxge0000090&partnerID=40&md5=e106caf2383e7f90380fbbb86a07bd06",Article,,Scopus,2-s2.0-84938201067
"Gawronski, B., Hu, X., Rydell, R.J., Vervliet, B., De Houwer, J.","Generalization versus contextualization in automatic evaluation revisited: A meta-analysis of successful and failed replications",2015,"Journal of Experimental Psychology: General","144","4",,"e50","e64",,5,10.1037/xge0000079,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938206076&doi=10.1037%2fxge0000079&partnerID=40&md5=8f83dbcc9dd1d90e965c3ccd7b460e92",Article,,Scopus,2-s2.0-84938206076
"Carter, E.C., Kofler, L.M., Forster, D.E., McCullough, M.E.","A series of meta-analytic tests of the depletion effect: Self-control does not seem to rely on a limited resource",2015,"Journal of Experimental Psychology: General","144","4",,"796","815",,105,10.1037/xge0000083,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938211317&doi=10.1037%2fxge0000083&partnerID=40&md5=517da2a3d942545ae242e2e5af23b06a",Article,,Scopus,2-s2.0-84938211317
"Kreuzbauer, R., King, D., Basu, S.","Correction to The Mind in the Object Psychological Valuation of Materialized Human Expression (Journal of Experimental Psychology: General[2015])",2015,"Journal of Experimental Psychology: General","144","4",,"815","",,,10.1037/xge0000080.,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938151394&doi=10.1037%2fxge0000080.&partnerID=40&md5=9267836b8785aff4b4ec5652536361b0",Erratum,,Scopus,2-s2.0-84938151394
"Coman, A., Hirst, W.","Social identity and socially shared retrieval-induced forgetting: The effects of group membership",2015,"Journal of Experimental Psychology: General","144","4",,"717","722",,6,10.1037/xge0000077,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938198514&doi=10.1037%2fxge0000077&partnerID=40&md5=7e6d671e2013c1766cfb8c1b8495f6cf",Article,,Scopus,2-s2.0-84938198514
"Chua, K.-W., Richler, J.J., Gauthier, I.","Holistic processing from learned attention to parts",2015,"Journal of Experimental Psychology: General","144","4",,"723","729",,9,10.1037/xge0000063,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938211977&doi=10.1037%2fxge0000063&partnerID=40&md5=f3f990288d94630587ed11ddac20d2ce",Article,,Scopus,2-s2.0-84938211977
"Vohs, K.D.","Money priming can change people's thoughts, feelings, motivations, and behaviors: An update on 10 years of experiments",2015,"Journal of Experimental Psychology: General","144","4",,"e86","e93",,30,10.1037/xge0000091,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938125015&doi=10.1037%2fxge0000091&partnerID=40&md5=8405ac058655211d2a66c2b9f559359f",Article,,Scopus,2-s2.0-84938125015
"Morrill, T.H., Devin McAuley, J., Dilley, L.C., Hambrick, D.Z.","Individual differences in the perception of melodic contours and pitch-accent timing in speech: Support for domain-generality of pitch processing",2015,"Journal of Experimental Psychology: General","144","4",,"730","736",,3,10.1037/xge0000081,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938094228&doi=10.1037%2fxge0000081&partnerID=40&md5=a8925156ba5f3e3684acd692380becbc",Article,,Scopus,2-s2.0-84938094228
"Brainerd, C.J., Gomes, C.F.A., Nakamura, K.","Dual recollection in episodic memory",2015,"Journal of Experimental Psychology: General","144","4",,"816","843",,3,10.1037/xge0000084,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938211307&doi=10.1037%2fxge0000084&partnerID=40&md5=76787b2c450f493059ddffb3e21a5e3b",Article,,Scopus,2-s2.0-84938211307
"Rohrer, D., Pashler, H., Harris, C.R.","Do subtle reminders of money change people's political views?",2015,"Journal of Experimental Psychology: General","144","4",,"e73","e85",,19,10.1037/xge0000058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938058840&doi=10.1037%2fxge0000058&partnerID=40&md5=7a925487592bfee50207039c9fd4c00b",Article,,Scopus,2-s2.0-84938058840
"Bae, G.-Y., Olkkonen, M., Allred, S.R., Flombaum, J.I.","Why some colors appear more memorable than others: A model combining categories and particulars in color working memory",2015,"Journal of Experimental Psychology: General","144","4",,"744","763",,27,10.1037/xge0000076,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938117946&doi=10.1037%2fxge0000076&partnerID=40&md5=19cd533b92d66192866a35871b7287c3",Article,,Scopus,2-s2.0-84938117946
"Chapman, C.S., Gallivan, J.P., Wong, J.D., Wispinski, N.J., Enns, J.T.","The snooze of lose: Rapid reaching reveals that losses are processed more slowly than gains",2015,"Journal of Experimental Psychology: General","144","4",,"844","863",,4,10.1037/xge0000085,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938207995&doi=10.1037%2fxge0000085&partnerID=40&md5=43182667a6b53fb434c6f3996ab9bf1e",Article,,Scopus,2-s2.0-84938207995
"Suri, G., Gross, J.J.","The role of attention in motivated behavior",2015,"Journal of Experimental Psychology: General","144","4",,"864","872",,5,10.1037/xge0000088,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938213630&doi=10.1037%2fxge0000088&partnerID=40&md5=bff79662eed893b38accb298f5b789a1",Article,,Scopus,2-s2.0-84938213630
"Balas, B., Thomas, L.E.","Competition makes observers remember faces as more aggressive",2015,"Journal of Experimental Psychology: General","144","4",,"711","716",,,10.1037/xge0000078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938205871&doi=10.1037%2fxge0000078&partnerID=40&md5=f97a222052bcef8cfd7a1803901fd086",Article,,Scopus,2-s2.0-84938205871
"Calderon, C.B., Verguts, T., Gevers, W.","Losing the boundary: Cognition biases action well after action selection",2015,"Journal of Experimental Psychology: General","144","4",,"737","743",,7,10.1037/xge0000087,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938198907&doi=10.1037%2fxge0000087&partnerID=40&md5=bb8b7c30ca0c3b5af745d91fde0e2f9c",Article,,Scopus,2-s2.0-84938198907
[No author name available],"Correction to Estimating caffeine intake from energy drinks and dietary supplements in the United States [Journal of Experimental Psychology: General, 141, 2, (2015) 302-320]",2015,"Journal of Experimental Psychology: General","144","3",,"550","",,,10.1037/a0039137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930808129&doi=10.1037%2fa0039137&partnerID=40&md5=92a720e67386121cc48baf335884685a",Erratum,,Scopus,2-s2.0-84930808129
"Schmid, P.C., Kleiman, T., Amodio, D.M.","Power effects on cognitive control: Turning conflict into action",2015,"Journal of Experimental Psychology: General","144","3",,"655","663",,8,10.1037/xge0000068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930819808&doi=10.1037%2fxge0000068&partnerID=40&md5=615ee6682ef6dd1f713a6f12b0613d06",Article,,Scopus,2-s2.0-84930819808
"O'Brien, E.","Mapping out past and future minds: The perceived trajectory of rationality versus emotionality over time",2015,"Journal of Experimental Psychology: General","144","3",,"624","638",,6,10.1037/xge0000064,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930803721&doi=10.1037%2fxge0000064&partnerID=40&md5=3a92f9b9e85c453f8f1fa1eaceae043f",Article,,Scopus,2-s2.0-84930803721
"Tasimi, A., Johnson, M.K.","A self-serving bias in children's memories?",2015,"Journal of Experimental Psychology: General","144","3",,"528","533",,1,10.1037/xge0000072,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930790020&doi=10.1037%2fxge0000072&partnerID=40&md5=40c03dfddeecf781def33539102d53df",Article,,Scopus,2-s2.0-84930790020
"Fisher, M., Goddu, M.K., Keil, F.C.","Searching for explanations: How the internet inflates estimates of internal knowledge",2015,"Journal of Experimental Psychology: General","144","3",,"674","687",,24,10.1037/xge0000070,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930822568&doi=10.1037%2fxge0000070&partnerID=40&md5=4b3bab0d011b54fb9bd0a6f4a768cb97",Article,,Scopus,2-s2.0-84930822568
